genre_combination,label_count,movie_count,percent
Drama + Adventure + Family,3,29,0.1117146269116684
Drama + Romance + Sport,3,29,0.1117146269116684
Drama + Romance + Western,3,29,0.1117146269116684
Comedy + Thriller,2,28,0.10786239839747293
Drama + Comedy + Romance + Crime,4,28,0.10786239839747293
Animation + Short,2,27,0.10401016988327748
Drama + Musical,2,27,0.10401016988327748
Comedy + Adventure + Family,3,27,0.10401016988327748
Comedy + Thriller + Horror,3,27,0.10401016988327748
Drama + Biography + War,3,27,0.10401016988327748
Drama + Comedy + Biography,3,27,0.10401016988327748
Drama + Thriller + Sci-Fi,3,27,0.10401016988327748
Comedy + Adventure + Fantasy + Family,4,27,0.10401016988327748
Comedy + Action + Adventure,3,26,0.10015794136908202
Comedy + Family + Animation,3,26,0.10015794136908202
Comedy + Romance + Music,3,26,0.10015794136908202
Drama + Thriller + Adventure,3,26,0.10015794136908202
Drama + Action + War + History,4,26,0.10015794136908202
Thriller + Horror + Mystery + Sci-Fi,4,26,0.10015794136908202
Comedy + Mystery,2,25,0.09630571285488655
Comedy + War,2,25,0.09630571285488655
Comedy + Romance + Sport,3,25,0.09630571285488655
Drama + Horror + Sci-Fi,3,25,0.09630571285488655
Thriller + Crime + Horror,3,25,0.09630571285488655
Action + Adventure + Sci-Fi + Fantasy,4,25,0.09630571285488655
Drama + Comedy + Thriller + Crime + Action,5,25,0.09630571285488655
Comedy + Romance + Action,3,24,0.09245348434069109
Drama + Comedy + Thriller,3,24,0.09245348434069109
Drama + Romance + War + History,4,24,0.09245348434069109
Thriller + Crime + Horror + Mystery,4,24,0.09245348434069109
Drama + Horror + Fantasy,3,23,0.08860125582649564
Thriller + Action + Horror,3,23,0.08860125582649564
Drama + Comedy + Romance + Sport,4,23,0.08860125582649564
Drama + Thriller + Crime + Horror,4,23,0.08860125582649564
Drama + Romance + Thriller + Crime + Action,5,23,0.08860125582649564
Romance,1,22,0.08474902731230016
Comedy + Action + Sci-Fi,3,22,0.08474902731230016
Drama + Comedy + Musical,3,22,0.08474902731230016
Family + Animation + Short,3,22,0.08474902731230016
Drama + Comedy + Romance + Family,4,22,0.08474902731230016
Drama + Romance + Biography + Music,4,22,0.08474902731230016
Drama + Thriller + Action + Sci-Fi,4,22,0.08474902731230016
Action + Sci-Fi + Animation,3,21,0.08089679879810471
Thriller + Crime + Film-Noir,3,21,0.08089679879810471
Mystery,1,20,0.07704457028390924
Drama + Film-Noir,2,20,0.07704457028390924
Adventure + Family + Animation,3,20,0.07704457028390924
Comedy + Adventure + Sci-Fi,3,20,0.07704457028390924
Documentary + Biography + Sport,3,20,0.07704457028390924
Drama + Horror + Mystery,3,20,0.07704457028390924
Drama + Thriller + Film-Noir,3,20,0.07704457028390924
Thriller + Crime + Action + Mystery,4,20,0.07704457028390924
Drama + Thriller + Crime + Mystery + Film-Noir,5,20,0.07704457028390924
Drama + Adventure + Western,3,19,0.07319234176971379
Drama + Comedy + Action,3,19,0.07319234176971379
Drama + Thriller + War,3,19,0.07319234176971379
Drama + Action + Adventure + Sci-Fi,4,19,0.07319234176971379
Drama + Thriller + Horror + Sci-Fi,4,19,0.07319234176971379
Drama + Thriller + Mystery + Sci-Fi,4,19,0.07319234176971379
Family,1,18,0.06934011325551831
Adventure + Sci-Fi,2,18,0.06934011325551831
Drama + Short,2,18,0.06934011325551831
Family + Animation,2,18,0.06934011325551831
Horror + Documentary,2,18,0.06934011325551831
Comedy + Family + Sport,3,18,0.06934011325551831
Comedy + Romance + Adventure,3,18,0.06934011325551831
Drama + Romance + Sci-Fi,3,18,0.06934011325551831
Drama + Comedy + Crime + Action,4,18,0.06934011325551831
Action + Horror,2,17,0.06548788474132286
Adventure + Western,2,17,0.06548788474132286
Comedy + Animation,2,17,0.06548788474132286
Crime + Action,2,17,0.06548788474132286
Comedy + Adventure + Fantasy,3,17,0.06548788474132286
Comedy + Thriller + Action,3,17,0.06548788474132286
Drama + Romance + Action,3,17,0.06548788474132286
Drama + Thriller + History,3,17,0.06548788474132286
Drama + Action + Adventure + War,4,17,0.06548788474132286
Drama + Crime + Mystery + Film-Noir,4,17,0.06548788474132286
Thriller + Crime + Action + Adventure,4,17,0.06548788474132286
Drama + Romance + Thriller + Crime + Mystery,5,17,0.06548788474132286
Fantasy,1,16,0.06163565622712739
Musical,1,16,0.06163565622712739
Romance + Musical,2,16,0.06163565622712739
Comedy + Romance + Sci-Fi,3,16,0.06163565622712739
Documentary + History + Music,3,16,0.06163565622712739
Drama + Action + Sport,3,16,0.06163565622712739
Drama + Adventure + Fantasy,3,16,0.06163565622712739
Thriller + Action + Mystery,3,16,0.06163565622712739
Thriller + Mystery + Sci-Fi,3,16,0.06163565622712739
Comedy + Crime + Action + Adventure,4,16,0.06163565622712739
Thriller + Crime + Action + Sci-Fi,4,16,0.06163565622712739
Thriller + Horror + Mystery + Fantasy,4,16,0.06163565622712739
Drama + Comedy + Thriller + Crime + Mystery,5,16,0.06163565622712739
Thriller + Action + Adventure + Sci-Fi + Fantasy,5,16,0.06163565622712739
Drama + Adventure + History,3,15,0.057783427712931934
Drama + Adventure + War,3,15,0.057783427712931934
Drama + Mystery + Sci-Fi,3,15,0.057783427712931934
Drama + Romance + Family,3,15,0.057783427712931934
Romance + Thriller + Mystery,3,15,0.057783427712931934
Drama + Romance + Action + Adventure,4,15,0.057783427712931934
Drama + Thriller + Action + War,4,15,0.057783427712931934
Drama + Thriller + Horror + Fantasy,4,15,0.057783427712931934
Action + Adventure + Western,3,14,0.053931199198736464
Drama + Comedy + Mystery,3,14,0.053931199198736464
Drama + Comedy + Sci-Fi,3,14,0.053931199198736464
Drama + Documentary + Biography,3,14,0.053931199198736464
Horror + Sci-Fi + Fantasy,3,14,0.053931199198736464
Comedy + Family + Animation + Short,4,14,0.053931199198736464
Action + Adventure + Sci-Fi + Fantasy + Animation,5,14,0.053931199198736464
Drama + Action + Adventure + War + History,5,14,0.053931199198736464
Drama + Fantasy + Family,3,13,0.05007897068454101
Romance + Action + Adventure,3,13,0.05007897068454101
Drama + Comedy + Adventure + Family,4,13,0.05007897068454101
Drama + Comedy + Romance + Adventure,4,13,0.05007897068454101
Action + Western,2,12,0.046226742170345544
Documentary + Family,2,12,0.046226742170345544
Comedy + Animation + Short,3,12,0.046226742170345544
Comedy + Sci-Fi + Family,3,12,0.046226742170345544
Drama + Comedy + Documentary,3,12,0.046226742170345544
Drama + Family + Sport,3,12,0.046226742170345544
Horror + Mystery + Sci-Fi,3,12,0.046226742170345544
Action + Adventure + Horror + Sci-Fi,4,12,0.046226742170345544
Adventure + Family + Animation + Musical,4,12,0.046226742170345544
Comedy + Fantasy + Family + Animation,4,12,0.046226742170345544
Comedy + Thriller + Horror + Mystery,4,12,0.046226742170345544
Comedy + Thriller + Horror + Sci-Fi,4,12,0.046226742170345544
Drama + Romance + Adventure + History,4,12,0.046226742170345544
Drama + Romance + Adventure + War,4,12,0.046226742170345544
Drama + Thriller + Mystery + Film-Noir,4,12,0.046226742170345544
Romance + Adventure,2,11,0.04237451365615008
Romance + Thriller,2,11,0.04237451365615008
Comedy + Romance + Western,3,11,0.04237451365615008
Drama + Action + History,3,11,0.04237451365615008
Drama + Romance + Horror,3,11,0.04237451365615008
Comedy + Romance + Crime + Action,4,11,0.04237451365615008
Comedy + Romance + Fantasy + Family,4,11,0.04237451365615008
Drama + Comedy + Romance + Sci-Fi,4,11,0.04237451365615008
Drama + Thriller + Crime + Biography,4,11,0.04237451365615008
Romance + Thriller + Crime + Mystery,4,11,0.04237451365615008
Comedy + Action + Adventure + Sci-Fi + Family,5,11,0.04237451365615008
Drama + Thriller + Crime + Horror + Mystery,5,11,0.04237451365615008
Action + Sport,2,10,0.03852228514195462
Adventure + Documentary,2,10,0.03852228514195462
Romance + Horror,2,10,0.03852228514195462
Action + Horror + Fantasy,3,10,0.03852228514195462
Adventure + Horror + Sci-Fi,3,10,0.03852228514195462
Comedy + Crime + Family,3,10,0.03852228514195462
Drama + Crime + Sport,3,10,0.03852228514195462
Thriller + Adventure + Sci-Fi,3,10,0.03852228514195462
Comedy + Romance + Action + Adventure,4,10,0.03852228514195462
Comedy + Romance + Crime + Mystery,4,10,0.03852228514195462
Drama + Action + Adventure + Fantasy,4,10,0.03852228514195462
Drama + Adventure + Biography + History,4,10,0.03852228514195462
Drama + Adventure + War + History,4,10,0.03852228514195462
Drama + Comedy + Crime + Mystery,4,10,0.03852228514195462
Drama + Comedy + Romance + Thriller,4,10,0.03852228514195462
Drama + Romance + Action + War,4,10,0.03852228514195462
Drama + Romance + Crime + Film-Noir,4,10,0.03852228514195462
Drama + Romance + Thriller + Crime + Film-Noir,5,10,0.03852228514195462
Crime,1,9,0.034670056627759155
Action + War,2,9,0.034670056627759155
Adventure + Horror,2,9,0.034670056627759155
Crime + Mystery,2,9,0.034670056627759155
Drama + Animation,2,9,0.034670056627759155
Thriller + War,2,9,0.034670056627759155
Adventure + Sci-Fi + Fantasy,3,9,0.034670056627759155
Comedy + Action + Horror,3,9,0.034670056627759155
Comedy + Fantasy + Musical,3,9,0.034670056627759155
Comedy + Sci-Fi + Fantasy,3,9,0.034670056627759155
Comedy + Thriller + Mystery,3,9,0.034670056627759155
Documentary + History + Sport,3,9,0.034670056627759155
Drama + Adventure + Biography,3,9,0.034670056627759155
Horror + Mystery + Fantasy,3,9,0.034670056627759155
Thriller + Adventure + Horror,3,9,0.034670056627759155
Documentary + Biography + History + Music,4,9,0.034670056627759155
Drama + Comedy + Family + Sport,4,9,0.034670056627759155
Drama + Comedy + Fantasy + Family,4,9,0.034670056627759155
Drama + Romance + Thriller + War,4,9,0.034670056627759155
Fantasy + Family + Animation + Musical,4,9,0.034670056627759155
Thriller + Action + Horror + Fantasy,4,9,0.034670056627759155
Drama + Thriller + Crime + Action + Adventure,5,9,0.034670056627759155
Drama + Thriller + Crime + Action + Sci-Fi,5,9,0.034670056627759155
Action + Fantasy,2,8,0.030817828113563695
Crime + Horror,2,8,0.030817828113563695
Horror + Short,2,8,0.030817828113563695
Adventure + Sci-Fi + Family,3,8,0.030817828113563695
Comedy + Horror + Mystery,3,8,0.030817828113563695
Comedy + Romance + Mystery,3,8,0.030817828113563695
Comedy + Romance + Thriller,3,8,0.030817828113563695
Drama + Comedy + History,3,8,0.030817828113563695
Drama + Comedy + Short,3,8,0.030817828113563695
Drama + Crime + History,3,8,0.030817828113563695
Drama + Crime + Music,3,8,0.030817828113563695
Drama + Mystery + Fantasy,3,8,0.030817828113563695
Drama + Romance + Film-Noir,3,8,0.030817828113563695
Drama + Sci-Fi + Fantasy,3,8,0.030817828113563695
Fantasy + Family + Animation,3,8,0.030817828113563695
Action + Adventure + Fantasy + Family,4,8,0.030817828113563695
Action + Adventure + Sci-Fi + Animation,4,8,0.030817828113563695
Adventure + Fantasy + Family + Musical,4,8,0.030817828113563695
Adventure + Sci-Fi + Fantasy + Family,4,8,0.030817828113563695
Comedy + Romance + Adventure + Family,4,8,0.030817828113563695
Comedy + Thriller + Action + Horror,4,8,0.030817828113563695
Comedy + Thriller + Horror + Fantasy,4,8,0.030817828113563695
Drama + Comedy + Romance + Mystery,4,8,0.030817828113563695
Drama + Comedy + Romance + War,4,8,0.030817828113563695
Drama + Romance + Music + Musical,4,8,0.030817828113563695
Thriller + Action + Adventure + Fantasy,4,8,0.030817828113563695
Comedy + Adventure + Sci-Fi + Family + Animation,5,8,0.030817828113563695
Comedy + Fantasy + Family + Animation + Musical,5,8,0.030817828113563695
Drama + Thriller + Action + Adventure + War,5,8,0.030817828113563695
Drama + Thriller + Horror + Mystery + Fantasy,5,8,0.030817828113563695
Comedy + Adventure + Fantasy + Family + Animation + Musical,6,8,0.030817828113563695
Music,1,7,0.026965599599368232
Adventure + History,2,7,0.026965599599368232
Comedy + History,2,7,0.026965599599368232
Fantasy + Family,2,7,0.026965599599368232
Romance + Fantasy,2,7,0.026965599599368232
Comedy + Action + Family,3,7,0.026965599599368232
Comedy + Crime + Adventure,3,7,0.026965599599368232
Comedy + Documentary + Music,3,7,0.026965599599368232
Comedy + Family + Musical,3,7,0.026965599599368232
Comedy + Romance + War,3,7,0.026965599599368232
Drama + Documentary + Family,3,7,0.026965599599368232
Drama + Thriller + Biography,3,7,0.026965599599368232
Comedy + Fantasy + Animation + Short,4,7,0.026965599599368232
Comedy + Romance + Thriller + Crime,4,7,0.026965599599368232
Drama + Comedy + Adventure + Fantasy,4,7,0.026965599599368232
Drama + Comedy + Romance + Biography,4,7,0.026965599599368232
Drama + Crime + Action + Biography,4,7,0.026965599599368232
Drama + Crime + Biography + History,4,7,0.026965599599368232
Drama + Romance + Biography + Sport,4,7,0.026965599599368232
Drama + Romance + Biography + War,4,7,0.026965599599368232
Drama + Romance + Crime + Mystery,4,7,0.026965599599368232
Drama + Romance + Mystery + Fantasy,4,7,0.026965599599368232
Drama + Romance + Sci-Fi + Fantasy,4,7,0.026965599599368232
Drama + Thriller + Crime + History,4,7,0.026965599599368232
Drama + Thriller + War + History,4,7,0.026965599599368232
Thriller + Action + Mystery + Sci-Fi,4,7,0.026965599599368232
Thriller + Crime + Mystery + Film-Noir,4,7,0.026965599599368232
Comedy + Romance + Thriller + Crime + Action,5,7,0.026965599599368232
Comedy + Thriller + Crime + Action + Adventure,5,7,0.026965599599368232
Drama + Adventure + Biography + War + History,5,7,0.026965599599368232
Drama + Romance + Action + Adventure + War,5,7,0.026965599599368232
Drama + Romance + Thriller + Horror + Mystery,5,7,0.026965599599368232
Drama + Thriller + Crime + Adventure + Mystery,5,7,0.026965599599368232
Romance + Fantasy + Family + Animation + Musical,5,7,0.026965599599368232
Comedy + Action + Adventure + Fantasy + Family + Animation,6,7,0.026965599599368232
War,1,6,0.023113371085172772
Comedy + Biography,2,6,0.023113371085172772
Romance + Sci-Fi,2,6,0.023113371085172772
Adventure + Fantasy + Animation,3,6,0.023113371085172772
Adventure + Horror + Fantasy,3,6,0.023113371085172772
Comedy + Action + Documentary,3,6,0.023113371085172772
Comedy + Action + Fantasy,3,6,0.023113371085172772
Comedy + Action + Sport,3,6,0.023113371085172772
Comedy + Crime + Music,3,6,0.023113371085172772
Comedy + Documentary + Biography,3,6,0.023113371085172772
Comedy + Family + Short,3,6,0.023113371085172772
Comedy + Musical + Sport,3,6,0.023113371085172772
Crime + Horror + Mystery,3,6,0.023113371085172772
Drama + Action + Western,3,6,0.023113371085172772
Drama + Crime + Adventure,3,6,0.023113371085172772
Drama + Documentary + History,3,6,0.023113371085172772
Drama + History + Western,3,6,0.023113371085172772
Drama + Music + Musical,3,6,0.023113371085172772
Thriller + Action + Fantasy,3,6,0.023113371085172772
Action + Adventure + Fantasy + Animation,4,6,0.023113371085172772
Action + Sci-Fi + Fantasy + Animation,4,6,0.023113371085172772
Adventure + Mystery + Fantasy + Family,4,6,0.023113371085172772
Comedy + Action + Adventure + Fantasy,4,6,0.023113371085172772
Comedy + Action + Horror + Sci-Fi,4,6,0.023113371085172772
Comedy + Romance + Adventure + Musical,4,6,0.023113371085172772
Comedy + Romance + Musical + Sport,4,6,0.023113371085172772
Comedy + Thriller + Action + Sci-Fi,4,6,0.023113371085172772
Comedy + Thriller + Crime + Horror,4,6,0.023113371085172772
Drama + Adventure + Fantasy + Family,4,6,0.023113371085172772
Drama + Biography + Music + Musical,4,6,0.023113371085172772
Drama + Comedy + Biography + History,4,6,0.023113371085172772
Drama + Comedy + Crime + Biography,4,6,0.023113371085172772
Drama + Comedy + Family + Musical,4,6,0.023113371085172772
Drama + Comedy + Romance + Western,4,6,0.023113371085172772
Drama + Comedy + Thriller + Action,4,6,0.023113371085172772
Drama + Comedy + War + History,4,6,0.023113371085172772
Drama + Crime + Action + Adventure,4,6,0.023113371085172772
Drama + Romance + Adventure + Fantasy,4,6,0.023113371085172772
Drama + Romance + Crime + Biography,4,6,0.023113371085172772
Drama + Romance + Horror + Fantasy,4,6,0.023113371085172772
Drama + Romance + Thriller + Action,4,6,0.023113371085172772
Drama + Romance + Thriller + Horror,4,6,0.023113371085172772
Drama + Romance + Thriller + Sci-Fi,4,6,0.023113371085172772
Romance + Adventure + Fantasy + Family,4,6,0.023113371085172772
Thriller + Crime + Action + Fantasy,4,6,0.023113371085172772
Action + Adventure + Fantasy + Family + Animation,5,6,0.023113371085172772
Adventure + Fantasy + Family + Animation + Musical,5,6,0.023113371085172772
Comedy + Action + Adventure + Family + Animation,5,6,0.023113371085172772
Comedy + Adventure + Family + Animation + Musical,5,6,0.023113371085172772
Comedy + Romance + Adventure + Family + Animation,5,6,0.023113371085172772
Comedy + Thriller + Crime + Horror + Mystery,5,6,0.023113371085172772
Drama + Action + Biography + War + History,5,6,0.023113371085172772
Drama + Comedy + Romance + Thriller + Crime,5,6,0.023113371085172772
Drama + Romance + Adventure + War + History,5,6,0.023113371085172772
Drama + Thriller + Crime + Action + Biography,5,6,0.023113371085172772
Drama + Thriller + Horror + Mystery + Sci-Fi,5,6,0.023113371085172772
Thriller + Action + Adventure + Horror + Sci-Fi,5,6,0.023113371085172772
Drama + Comedy + Romance + Family + Music + Musical,6,6,0.023113371085172772
Drama + Thriller + Crime + Action + Adventure + Mystery,6,6,0.023113371085172772
Biography,1,5,0.01926114257097731
Biography + History,2,5,0.01926114257097731
Crime + Adventure,2,5,0.01926114257097731
Mystery + Sci-Fi,2,5,0.01926114257097731
Sci-Fi + Family,2,5,0.01926114257097731
Thriller + Film-Noir,2,5,0.01926114257097731
Thriller + Western,2,5,0.01926114257097731
Action + Adventure + War,3,5,0.01926114257097731
Comedy + Action + Western,3,5,0.01926114257097731
Comedy + Family + Music,3,5,0.01926114257097731
Comedy + Fantasy + Animation,3,5,0.01926114257097731
Comedy + War + Musical,3,5,0.01926114257097731
Crime + Documentary + Biography,3,5,0.01926114257097731
Crime + Documentary + History,3,5,0.01926114257097731
Documentary + Biography + War,3,5,0.01926114257097731
Drama + Action + Sci-Fi,3,5,0.01926114257097731
Drama + Adventure + Sci-Fi,3,5,0.01926114257097731
Drama + Comedy + Animation,3,5,0.01926114257097731
Drama + Comedy + Horror,3,5,0.01926114257097731
Drama + Comedy + Western,3,5,0.01926114257097731
Drama + Crime + War,3,5,0.01926114257097731
Drama + History + Sport,3,5,0.01926114257097731
Drama + Mystery + War,3,5,0.01926114257097731
Drama + Romance + Animation,3,5,0.01926114257097731
Drama + Thriller + Fantasy,3,5,0.01926114257097731
Romance + Adventure + Western,3,5,0.01926114257097731
Romance + Thriller + Horror,3,5,0.01926114257097731
Sci-Fi + Animation + Short,3,5,0.01926114257097731
Thriller + Adventure + Mystery,3,5,0.01926114257097731
Action + Adventure + Horror + Fantasy,4,5,0.01926114257097731
Action + Horror + Sci-Fi + Fantasy,4,5,0.01926114257097731
Comedy + Action + Adventure + Sci-Fi,4,5,0.01926114257097731
Comedy + Action + Horror + Fantasy,4,5,0.01926114257097731
Comedy + Adventure + Family + Musical,4,5,0.01926114257097731
Comedy + Family + Animation + Musical,4,5,0.01926114257097731
Comedy + Fantasy + Family + Sport,4,5,0.01926114257097731
Comedy + Horror + Sci-Fi + Fantasy,4,5,0.01926114257097731
Comedy + Romance + Horror + Fantasy,4,5,0.01926114257097731
Comedy + Thriller + Action + Adventure,4,5,0.01926114257097731
Drama + Action + Adventure + History,4,5,0.01926114257097731
Drama + Action + Sci-Fi + Animation,4,5,0.01926114257097731
Drama + Comedy + Biography + Music,4,5,0.01926114257097731
Drama + Comedy + Mystery + Fantasy,4,5,0.01926114257097731
Drama + Comedy + Thriller + Mystery,4,5,0.01926114257097731
Drama + Fantasy + Family + Animation,4,5,0.01926114257097731
Drama + Romance + Action + Western,4,5,0.01926114257097731
Drama + Romance + Adventure + Western,4,5,0.01926114257097731
Drama + Romance + Biography + Musical,4,5,0.01926114257097731
Drama + Romance + Crime + Music,4,5,0.01926114257097731
Drama + Romance + Fantasy + Music,4,5,0.01926114257097731
Drama + Romance + War + Music,4,5,0.01926114257097731
Drama + Thriller + Adventure + Sci-Fi,4,5,0.01926114257097731
Drama + Thriller + Biography + History,4,5,0.01926114257097731
Drama + Thriller + Mystery + Fantasy,4,5,0.01926114257097731
Romance + Action + Adventure + Fantasy,4,5,0.01926114257097731
Romance + Adventure + Sci-Fi + Fantasy,4,5,0.01926114257097731
Romance + Thriller + Crime + Action,4,5,0.01926114257097731
Comedy + Fantasy + Family + Animation + Short,5,5,0.01926114257097731
Comedy + Thriller + Action + Horror + Sci-Fi,5,5,0.01926114257097731
Drama + Comedy + Adventure + Fantasy + Family,5,5,0.01926114257097731
Drama + Comedy + Romance + Crime + Mystery,5,5,0.01926114257097731
Drama + Thriller + Crime + Action + Western,5,5,0.01926114257097731
Action + Adventure + Sci-Fi + Fantasy + Family + Animation,6,5,0.01926114257097731
Comedy + Action + Adventure + Sci-Fi + Family + Animation,6,5,0.01926114257097731
Comedy + Action + Adventure + Sci-Fi + Fantasy + Family,6,5,0.01926114257097731
Drama + Comedy + Thriller + Crime + Action + Mystery,6,5,0.01926114257097731
